ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
SpM1_ChORF1915_at	0.1176	0.08007125	2.004458	-4.484588	1.325466	salA	lantibiotic precursor
M12_0138_s_at	0.1177	0.08010137	2.004215	-4.484932	2.253571		
SpM1_ChORF0722_s_at	0.1177	0.08010142	2.004215	-4.484933	2.630882		
YpesChrORF_YPO0214_at	0.1177	0.08014764	2.003842	-4.48546	1.946614	rpsS	30S ribosomal protein S19
YpseORF_or0626_at	0.1177	0.08015602	2.003775	-4.485556	1.989592		
SauMu50ChORFSAV2202_s_at	0.1177	0.08016801	2.003678	-4.485693	2.057464		
YpesChrORF_YPO0444_at	0.1178	0.08020485	2.003381	-4.486113	1.718385	nadR	nicotinamide-nucleotide adenylyltransferase
SpM1_ChORF1170_s_at	0.1178	0.08020935	2.003345	-4.486164	1.81618	ddh	putative D-specific D-2-hydroxyacid dehydrogenase
SpM3_ChORF1138_x_at	0.1179	0.08028574	2.00273	-4.487035	1.860397		
Cbur02768_x_at	0.1179	0.08031716	2.002477	-4.487393	1.629363		
SauEMRSA16ChORF1499_s_at	0.1179	0.08033702	2.002317	-4.487619	1.697826		
YpesChrORF_YPO0013a_s_at	0.118	0.08041318	2.001705	-4.488486	1.668774	YPO0013a	hypothetical protein
SpM18_ChORF0477_at	0.118	0.08044822	2.001424	-4.488884	1.836515		
Cbur02709_at	0.118	0.08044827	2.001423	-4.488885	1.711225		
Cbur01300_at	0.118	0.08045424	2.001375	-4.488953	1.968621	dnaZX	DNA polymerase III subunits gamma and tau
SpM1_ChORF0269_s_at	0.118	0.08046243	2.001309	-4.489046	1.610546	prgA	putative surface exclusion protein
YpesChrORF_YPO3630_s_at	0.1181	0.0804787	2.001179	-4.489231	1.935109	yjcE	Na(+)/H(+) exchanger protein
SauMu50ChORFSAV0389_s_at	0.1182	0.0805979	2.000222	-4.490584	1.84215		
SauMu50ChORFSAV2056_s_at	0.1183	0.08063828	1.999899	-4.491042	1.46476		
YpesChrORF_YPO0068_s_at	0.1184	0.08070827	1.999338	-4.491835	2.44162	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
SauMu50ChORFSAV0756_s_at	0.1185	0.08081393	1.998493	-4.493032	1.896145		
SauMu50ChORFSAV2665_s_at	0.1186	0.08087112	1.998036	-4.493678	2.263106		
Cbur00510_at	0.1187	0.08096942	1.99725	-4.494789	2.043433		
SpM12_ChORF287-16_at	0.1189	0.08112142	1.996038	-4.496503	1.595601		
SauCOLChORF00690_s_at	0.1189	0.08112392	1.996018	-4.496532	1.708008		
SpM1_ChORF2052_s_at	0.119	0.08120424	1.995379	-4.497436	2.095616		
YpesChrORF_YPO0513_s_at	0.1192	0.08136074	1.994134	-4.499196	2.044081	YPO0513	hypothetical protein
SauMu50ChORFSAV0093_s_at	0.1193	0.08139511	1.993861	-4.499582	1.973572		
SpM1_ChORF1315_s_at	0.1193	0.08142057	1.993659	-4.499868	1.338365		
BburgChrORF_BB0506_at	0.1194	0.0815044	1.992994	-4.500808	1.410364		
YpesChrORF_YPO3030_at	0.1195	0.0815395	1.992716	-4.501201	1.769701	YPO3030	hypothetical protein
YpseORF_or3070_at	0.1195	0.08154792	1.992649	-4.501296	2.248668		
SpyM3_1351_at	0.1195	0.08156496	1.992514	-4.501487	2.69748		
YpesChrORF_YPO0576_s_at	0.1195	0.08157288	1.992451	-4.501575	2.155734	exuR	DNA-binding transcriptional repressor ExuR
SpM1_ChORF1254_s_at	0.1195	0.08162633	1.992028	-4.502174	1.693708		
YpseORF_pseudotb_at	0.1195	0.08163064	1.991994	-4.502222	1.496423		
YpesChrORF_YPO3336_s_at	0.1195	0.08163641	1.991948	-4.502287	1.534465	YPO3336	hypothetical protein
YpesChrORF_YPO3373_s_at	0.1196	0.08168084	1.991596	-4.502784	1.843176	ygcM	6-carboxytetrahydropterin synthase QueD
YpesKIM_ChrORFy2827_s_at	0.1196	0.08170587	1.991398	-4.503064	1.993979		
SauMSSA476_575g-252_at	0.1196	0.08170638	1.991394	-4.503069	1.464857		
BburgChrORF_BB0810_at	0.1196	0.08172274	1.991265	-4.503252	1.097526		
SpM1_ChORF1725_s_at	0.1197	0.081758	1.990986	-4.503646	1.83755		
SauMu50ChORFSAV0266_s_at	0.1197	0.08180507	1.990614	-4.504172	2.040283		
M12_1829_s_at	0.1198	0.08183698	1.990362	-4.504528	1.987361		
YpesChrORF_YPO2984_s_at	0.1198	0.0818508	1.990252	-4.504683	1.545849	gltX	glutamyl-tRNA synthetase
SauMu50ChORFSAV1259_s_at	0.1198	0.08188432	1.989988	-4.505057	1.879193		
YpesChrORF_YPO2768_s_at	0.1198	0.08188785	1.98996	-4.505096	1.452007	accD	acetyl-CoA carboxylase carboxyltransferase subunit beta
Cbur01284_at	0.1198	0.08189294	1.98992	-4.505153	2.144298		
SpM49_ChORF7585-42_at	0.1198	0.08190195	1.989848	-4.505253	1.794146		
Cbur01850_x_at	0.1198	0.08190382	1.989834	-4.505274	2.7058		
Cbur01454_at	0.1198	0.08190777	1.989803	-4.505318	1.525862	pyrF	orotidine 5'-phosphate decarboxylase
SauMu50ChORFSAV0948_s_at	0.1198	0.08191222	1.989767	-4.505368	2.274508		
CTrachChrORF_CT251_at	0.1198	0.0819384	1.989561	-4.50566	1.444185		
Cbur01524_at	0.1199	0.08199998	1.989075	-4.506346	1.791173		
SauEMRSA16ChORF1061_at	0.1199	0.08200485	1.989037	-4.5064	1.549566		
BburgPlaORF_BBL03_s_at	0.1199	0.08201287	-1.988973	-4.50649	-1.567569		
Cbur02309_at	0.1199	0.08206857	1.988534	-4.50711	1.569258		
SauMu50ChORFSAV1781_s_at	0.1201	0.08216368	1.987786	-4.508168	2.344026		
CTrachChrORF_CT167_at	0.1201	0.0821656	1.987771	-4.508189	2.043131		
SauEMRSA16ChORF979_at	0.1201	0.08219597	1.987532	-4.508526	1.793064		
SpyM3_1454_at	0.1201	0.08222427	1.987309	-4.508841	2.183795		
SauMu50ChORFSAV1093_s_at	0.1202	0.08225171	1.987093	-4.509146	1.329797		
Cbur01635_at	0.1202	0.08227485	1.986911	-4.509403	1.73429		
SauN315ChORF1781_x_at	0.1203	0.08235288	1.986298	-4.510268	2.252338		
SpM1_ChORF0414_s_at	0.1203	0.08239147	1.985995	-4.510696	2.247397	lctO	putative lactate oxidase
SpM1_ChORF2125_at	0.1204	0.08247781	1.985318	-4.511652	1.177619		
Cbur01495_at	0.1204	0.08247912	1.985308	-4.511667	1.2181	holB	DNA polymerase III subunit delta'
SauEMRSA16ChORF516_at	0.1205	0.08250937	1.985071	-4.512002	2.37021		
SauMu50ChORFSAV0662_s_at	0.1205	0.08251374	1.985037	-4.51205	2.584217		
SpM18_ChORF0391_at	0.1205	0.08255299	1.984729	-4.512484	1.944967		
YpesChrORF_YPO1055_s_at	0.1206	0.08261144	1.984271	-4.51313	1.847737	fabZ	(3R)-hydroxymyristoyl-ACP dehydratase
YpesChrORF_YPO0179_s_at	0.1206	0.0826414	1.984037	-4.513461	1.815069	YPO0179	hypothetical protein
SpM18_ChORF0583_s_at	0.1207	0.08270305	1.983555	-4.514142	2.267243		
SpM18_ChORF0721_s_at	0.1207	0.08274989	1.983188	-4.514659	1.281018		
YpesChrORF_YPO2223_s_at	0.1208	0.08282136	1.98263	-4.515447	1.64678	pgpB	phosphatidylglycerophosphatase B
SpM1_ChORF0197_s_at	0.1209	0.0828827	1.982151	-4.516123	1.74301	nadC	putative nicotinate-nucleotide pyrophosphorylase
SpM1_ChORF0852_s_at	0.1209	0.08288476	1.982135	-4.516146	2.136943		
SauMu50ChORFSAV1213_s_at	0.1211	0.08301542	1.981116	-4.517583	1.176853		
YpesChrORF_YPO1269_s_at	0.1212	0.08309	1.980535	-4.518403	1.552513	YPO1269	hypothetical protein
YpesChrORF_YPO2108_s_at	0.1212	0.08312265	1.980281	-4.518762	1.594312	YPO2108	hypothetical protein
SauCOLChORF01848_s_at	0.1212	0.08313995	1.980147	-4.518951	1.793934		
YpesChrORF_YPO3835_s_at	0.1213	0.08316634	1.979941	-4.519241	2.000766	YPO3835	hypothetical protein
SauMu50ChORFSAV1477_s_at	0.1213	0.08319817	1.979694	-4.51959	2.214138		
SauEMRSA16ChORF1944_s_at	0.1213	0.08320964	1.979605	-4.519716	2.332161		
YpesChrORF_YPO0286_s_at	0.1214	0.08325836	1.979226	-4.52025	1.450669	YPO0286	coproporphyrinogen III oxidase
SauCOLChORF02494_at	0.1214	0.08327875	1.979068	-4.520474	1.49487		
YpseORF_or1732_at	0.1214	0.08328838	1.978993	-4.520579	1.96926		
SpM1_ChORF1642_s_at	0.1214	0.08329133	1.97897	-4.520611	1.783473	luxS	autoinducer-2 production protein
Sau8325ChORF1823_s_at	0.1214	0.08330436	1.978869	-4.520754	2.029522		
SauMSSA476_575g-255_at	0.1214	0.08332358	1.97872	-4.520965	3.018312		
SauEMRSA16ChORF284_at	0.1214	0.08334589	1.978546	-4.521209	1.80294		
Cbur00051_at	0.1214	0.0833541	1.978483	-4.521299	1.23457		
SauMu50ChORFSAV1116_s_at	0.1214	0.08335576	1.97847	-4.521317	1.775754		
BburgChrORF_BB0077_at	0.1214	0.08335595	1.978468	-4.521319	1.281207		
SpM1_ChORF0717_s_at	0.1215	0.08344484	1.977779	-4.522292	1.982295	rpmE	50S ribosomal protein L31 type B
SauMu50ChORFSAV0836_s_at	0.1216	0.08353165	1.977106	-4.52324	2.36135		
YpesChrORF_YPO2417_s_at	0.1217	0.08356494	1.976848	-4.523604	2.078537	YPO2417	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
YpesChrORF_YPO2488_s_at	0.1217	0.08360978	1.976501	-4.524093	1.893222	YPO2488	hypothetical protein
Cbur00860_at	0.1218	0.08369527	1.97584	-4.525025	1.827088		
SauMu50ChORFSAV0909_s_at	0.1219	0.08370644	1.975754	-4.525147	1.533684		
YpesChrORF_YPO1882_s_at	0.1219	0.08371777	1.975666	-4.525271	1.441037	YPO1882	hypothetical protein
YpesChrORF_YPO2850_s_at	0.1219	0.08373372	1.975543	-4.525444	1.684862	yegB	multidrug efflux system protein MdtE
SpM1_ChORF0055_s_at	0.1219	0.08374113	1.975486	-4.525525	2.215778	rplV	50S ribosomal protein L22
YpesKIM_ChrORFy3348_at	0.1221	0.08388452	1.974379	-4.527086	1.705183		
Cbur00535_at	0.1221	0.0838965	1.974286	-4.527216	1.144937		
BburgChrORF_BB0161_at	0.1221	0.08389861	1.97427	-4.527239	1.054424		
SauMu50ChORFSAV0671_s_at	0.1222	0.08396712	1.973742	-4.527983	1.528509		
SauMu50ChORFSAV2316_s_at	0.1222	0.08400494	1.973451	-4.528394	2.082676		
SauMu50ChORFSAV0397_at	0.1222	0.08404494	1.973143	-4.528828	1.587894		
Cbur02787_x_at	0.1223	0.08407644	1.9729	-4.52917	1.990879		
SauMu50ChORFSAV2122_s_at	0.1223	0.08407752	1.972892	-4.529181	1.79391		
YpesChrORF_YPO3478_at	0.1223	0.08409809	1.972733	-4.529405	1.788549	YPO3478	hypothetical protein
SauMu50ChORFSAV0043_s_at	0.1223	0.08412007	1.972564	-4.529643	2.20788		
YpesPlaORFYpPCP1.05c_at	0.1224	0.08422028	1.971794	-4.530728	1.61431	pst///pst///pst	pesticin///pesticin///pesticin
YpseORF_or0860_at	0.1224	0.08422608	1.971749	-4.530791	1.604808		
SpM1_ChORF2144_at	0.1225	0.08425013	1.971565	-4.531052	1.850475		
SauCOLChORF00236_s_at	0.1225	0.08428119	1.971326	-4.531388	1.651801		
SauMu50ChORFSAV0643_s_at	0.1225	0.0842891	1.971265	-4.531473	1.985378		
YpesChrORF_YPO0722_s_at	0.1226	0.08434034	1.970872	-4.532027	1.732698	flgB	flagellar basal-body rod protein FlgB
SauMu50ChORFSAV1565_s_at	0.1226	0.08438085	1.970561	-4.532465	1.605561		
SauMu50ChORFSAV1946_s_at	0.1226	0.08439219	1.970474	-4.532588	2.186971		
YpesKIM_ChrORFy3405_at	0.1226	0.08441436	1.970304	-4.532827	1.886346		
BburgChrORF_BB0641_at	0.1227	0.08449065	-1.96972	-4.533651	-1.768597		
YpesChrORF_YPO3176_s_at	0.1227	0.08450082	1.969642	-4.53376	1.577904	ispA	geranyltranstransferase
YpesChrORF_YPO3705_s_at	0.1227	0.08451764	1.969513	-4.533942	1.774394	YPO3705	hypothetical protein
Cbur01800_at	0.1228	0.08454772	1.969283	-4.534266	1.617762		
SauMu50ChORFSAV0718_s_at	0.1228	0.08457465	1.969077	-4.534557	2.014647		
Cbur02615_at	0.1228	0.08460201	1.968867	-4.534851	2.385843		
SpM5_ChORFJ7578C-342_s_at	0.1229	0.08463544	1.968612	-4.535211	1.999393		
YpesChrORF_YPO2617_s_at	0.1229	0.08463885	1.968585	-4.535248	1.948754	ybeX	hypothetical protein
SauMu50ChORFSAV2230_s_at	0.1229	0.08464242	1.968558	-4.535287	1.724208		
Cbur00322_at	0.1229	0.08467705	1.968293	-4.53566	2.583955		
SpM1_ChORF1938_s_at	0.1229	0.0846777	1.968288	-4.535667	3.004299		
SauMu50ChORFSAV0656_s_at	0.1229	0.08468359	1.968243	-4.53573	2.258308		
YpesChrORF_YPO3513_s_at	0.1229	0.08469816	1.968132	-4.535887	1.857137	ispB	octaprenyl diphosphate synthase
YpesChrORF_YPO1459_s_at	0.123	0.08475717	1.967681	-4.536521	1.743793	YPO1459	polyketide biosynthesis enoyl-CoA hydratase
CTrachChrORF_CT261_at	0.123	0.08475864	1.96767	-4.536537	2.442456		
CTrachChrORF_CT222_at	0.123	0.0847751	1.967544	-4.536714	2.228408		
SauMu50ChORFSAV0231_s_at	0.123	0.08481113	1.967269	-4.537102	1.720312		
SauMu50ChORFSAV1279_s_at	0.123	0.08482911	1.967132	-4.537295	2.013055		
YpesChrORF_YPO3717_s_at	0.123	0.08483427	1.967093	-4.53735	2.233002	yjbA	phosphate-starvation-inducible protein PsiE
SpM18_ChORF1255_at	0.123	0.08484379	1.96702	-4.537452	1.163783		
YpesChrORF_YPO3018_s_at	0.1231	0.08487244	1.966802	-4.53776	2.246704	YPO3018	hypothetical protein
YpesChrORF_YPO0023_s_at	0.1231	0.08488524	1.966704	-4.537898	2.150447	glnL	nitrogen regulation protein NR(II)
SauMu50ChORFSAV1494_s_at	0.1231	0.08490661	1.966541	-4.538127	1.837858		
Cbur02114_at	0.1231	0.08490681	1.96654	-4.538129	1.941858		
YpesChrORF_YPO3966_s_at	0.1231	0.08490846	1.966527	-4.538147	1.958303	YPO3966	hypothetical protein
BburgChrORF_BB0357_x_at	0.1231	0.08496851	1.966069	-4.538791	1.139207		
SauMu50ChORFSAV0272_x_at	0.1232	0.08504673	1.965474	-4.53963	1.513094		
SpM3_ChORF0937_at	0.1233	0.08507172	1.965283	-4.539897	1.740859		
SauMu50ChORFSAV0683_s_at	0.1233	0.08512234	1.964898	-4.540439	1.909244		
Cbur02572_at	0.1233	0.08514422	1.964732	-4.540673	2.02865		
YpesChrORF_YPO2127_s_at	0.1234	0.08517869	1.96447	-4.541042	1.654652	YPO2127	phage-like membrane protein
CTrachChrORF_CT344_at	0.1234	0.08520111	1.9643	-4.541282	1.628774		
YpesChrORF_YPO3928_s_at	0.1234	0.08523741	1.964024	-4.54167	1.850241	argE	acetylornithine deacetylase
YpesChrORF_YPO3974_s_at	0.1234	0.08524643	1.963955	-4.541767	1.870791	YPO3974	methyltransferase
YpesPlaORF_YpCD1.41_at	0.1234	0.08525086	1.963922	-4.541814	1.810913	yscO///yscO///yscO///yscO	Yop proteins translocation protein O///type III secretion protein YscO///type III secretion apparatus component///type III secretion protein
SpM1_ChORF0596_s_at	0.1235	0.08528886	1.963633	-4.54222	2.275195		
YpseORF_or4296_at	0.1235	0.08529048	1.963621	-4.542237	1.309839		
SpM1_ChORF0613_s_at	0.1235	0.08529464	1.963589	-4.542282	1.700716	tpi	putative triosephosphate isomerase
Cbur00772_at	0.1235	0.08532368	1.963369	-4.542592	1.98733		
SauCOLChORF01007_s_at	0.1236	0.0853956	1.962823	-4.543359	1.173316		
SauMSSA476_306h-16_s_at	0.1237	0.08548137	1.962174	-4.544274	1.850761		
SauMu50_VRSApORF009_at	0.1237	0.08549969	1.962035	-4.544469	2.127519		
SpM18_ChORF1305_s_at	0.1237	0.08550187	1.962018	-4.544492	1.982337		
CTrachChrORF_CT698_at	0.1237	0.08550243	1.962014	-4.544498	2.19464		
SauEMRSA16ChORF65_at	0.1238	0.08558498	1.961389	-4.545377	1.724339		
Cbur01961_at	0.1239	0.08562778	1.961065	-4.545833	1.45454		
SpM1_ChORF1196_s_at	0.124	0.08574353	1.960191	-4.547063	2.245311		
SauEMRSA16ChORF2817_s_at	0.124	0.08575421	1.96011	-4.547176	2.302646		
YpesChrORF_YPO3959_at	0.124	0.08576692	1.960014	-4.547311	1.155664	YPO3959	PfkB family carbohydrate kinase
YpesChrORF_YPO0565_s_at	0.124	0.08577231	1.959973	-4.547369	1.635593	mutT	nucleoside triphosphate pyrophosphohydrolase
SpM1_ChORF1815_s_at	0.1241	0.08581487	1.959652	-4.54782	1.7552	scrA	putative sucrose-specific PTS permease, enzyme II
YpesChrORF_YPO0225_s_at	0.1241	0.0858261	1.959568	-4.547939	1.715769	rplR	50S ribosomal protein L18
SpM1_ChORF1133_s_at	0.1242	0.08590448	1.958976	-4.548771	2.397285		
SauMu50ChORFSAV0354_s_at	0.1242	0.08591358	1.958908	-4.548867	1.526383		
SpM1_ChORF2154_s_at	0.1242	0.08591503	1.958897	-4.548883	1.917837		
SpM5_ChORF270b-333_s_at	0.1242	0.08594269	1.958688	-4.549176	1.754203		
Cbur01401_at	0.1243	0.08599494	1.958295	-4.549729	1.672716		
BburgChrORF_BB0114_at	0.1243	0.08600885	-1.95819	-4.549876	-1.060411		
YpesChrORF_YPO2904_s_at	0.1243	0.08603591	1.957986	-4.550163	2.118099	hcaT	3-phenylpropionic acid transporter
SauEMRSA16ChORF1449_at	0.1243	0.08605461	1.957846	-4.550361	1.741642		
SauCOLChORF01480_s_at	0.1243	0.08605778	1.957822	-4.550394	1.343956		
BburgPlaORF_BBI10_s_at	0.1243	0.08606302	1.957782	-4.55045	2.323386		
YpesChrORF_YPO3041_s_at	0.1244	0.086129	1.957286	-4.551147	1.238407	narP	nitrate/nitrite response regulator protein NarP
YpesChrORF_YPO3387_s_at	0.1244	0.08614599	1.957158	-4.551327	1.348506	YPO3387	iron-sulfur cluster insertion protein ErpA
YpesChrORF_YPO3739_s_at	0.1244	0.08616347	1.957027	-4.551512	1.403127	thiC	thiamine biosynthesis protein ThiC
Cbur00609_at	0.1244	0.08616417	1.957022	-4.551519	1.838701		
YpesChrORF_YPO3009_s_at	0.1244	0.08617847	1.956914	-4.55167	1.439057	YPO3009	two-component response regulator
SpM1_ChORF0076_x_at	0.1245	0.08620905	1.956684	-4.551993	1.572153	rpmJ	50S ribosomal protein B
SauMu50ChORFSAV2169_s_at	0.1245	0.08621865	1.956612	-4.552095	1.666882		
YpesChrORF_YPO3165_s_at	0.1247	0.08638603	1.955356	-4.55386	1.363592	cyoB	cytochrome O ubiquinol oxidase subunit I
Cbur02558_at	0.1247	0.08641226	1.955159	-4.554136	1.253485		
SauMu50ChORFSAV0329_s_at	0.1248	0.08644571	1.954909	-4.554489	1.950338		
SauMu50ChORFSAV0653_s_at	0.1248	0.08645266	1.954857	-4.554562	2.050748		
SauMu50ChORFSAV1588_s_at	0.1249	0.08659413	1.953798	-4.55605	2.114407		
BburgChrORF_BB0069_at	0.125	0.08661533	1.953639	-4.556273	1.082259		
Cbur01700_at	0.125	0.0866307	1.953524	-4.556434	2.248374		
SauMu50ChORFSAV2254_s_at	0.125	0.08663771	1.953472	-4.556508	2.830391		
SpM1_ChORF0980_at	0.125	0.08666262	1.953285	-4.55677	2.005957		
SauCOLChORF01626_s_at	0.125	0.08669511	1.953043	-4.557111	2.117572		
CburA00009_at	0.125	0.08669583	1.953037	-4.557118	1.138405		
SauCOLChORF00635_s_at	0.1251	0.0867813	1.952399	-4.558015	1.246502		
SauN315_pN315ORF007_at	0.1252	0.08680332	1.952235	-4.558246	1.64643	SAP007	hypothetical protein
BburgChrORF_BB0294_at	0.1252	0.08688206	-1.951647	-4.559071	-1.034035		
SauEMRSA16ChORF276_at	0.1252	0.0868852	1.951624	-4.559104	1.58101		
YpesChrORF_YPO0862_s_at	0.1253	0.08690517	1.951475	-4.559313	2.046505	YPO0862	hypothetical protein
BburgChrORF_BB0133_at	0.1253	0.0869314	-1.951279	-4.559587	-1.071397		
BburgChrORF_BB0302_at	0.1253	0.08695265	-1.951121	-4.55981	-1.414234		
Sau8325ChORF2032_s_at	0.1253	0.086967	1.951014	-4.55996	1.739382		
SauMu50ChORFSAV0747_s_at	0.1253	0.08699222	1.950826	-4.560224	1.532925		
SauMu50ChORFSAV2535_s_at	0.1254	0.08707041	1.950244	-4.561041	1.548679		
SpM1_ChORF1152_s_at	0.1256	0.08716492	1.949541	-4.562028	2.223109	gyrA	DNA gyrase A subunit
SauCOLChORF02649_s_at	0.1256	0.08722648	1.949084	-4.56267	1.808961		
YpesChrORF_YPO1128_s_at	0.1256	0.08723313	1.949034	-4.56274	1.806654	pnuC	intergral membrane NMN transport protein PnuC
Cbur00852_at	0.1257	0.08730276	1.948517	-4.563465	1.824566		
YpseORF_or1366_s_at	0.1257	0.08730428	1.948506	-4.563481	2.345973		
Cbur02333_at	0.1258	0.08733852	1.948252	-4.563838	2.238495		
YpesChrORF_YPO0436_s_at	0.1258	0.08734701	1.948189	-4.563926	1.962303	deoC	2-deoxyribose-5-phosphate aldolase
SpM1_ChORF1421_s_at	0.126	0.08751818	1.946921	-4.565707	2.161797	ddlA	putative D-ala,D-ala ligase
YpseORF_or4855_at	0.126	0.08752321	1.946883	-4.565759	1.314922		
SpM1_ChORF1754_s_at	0.126	0.08754392	1.94673	-4.565974	1.448879	fabH	3-oxoacyl-ACP synthase III
SauEMRSA16ChORF2239_s_at	0.126	0.08754489	1.946723	-4.565984	1.553831		
CTrachChrORF_CT343_at	0.1261	0.08759979	1.946317	-4.566555	1.85025		
SpM18_ChORF1794_s_at	0.1261	0.08763793	1.946034	-4.56695	1.535141		
YpesChrORF_YPO4021_s_at	0.1262	0.08767865	1.945733	-4.567373	1.472304	YPO4021	hypothetical protein
YpesChrORF_YPO0562_s_at	0.1263	0.08775465	1.945172	-4.568161	1.479597	YPO0562	hypothetical protein
YpesChrORF_YPO1437_s_at	0.1263	0.08779192	1.944897	-4.568547	1.505853	YPO1437	hypothetical protein
Cbur00846_at	0.1263	0.08781036	1.944761	-4.568738	1.672447		
SpM1_ChORF0945_at	0.1264	0.08786725	1.944341	-4.569327	1.747458		
Cbur01710_at	0.1264	0.08789771	1.944116	-4.569642	1.801613		
BburgChrORF_BB0002_at	0.1265	0.08797196	-1.943569	-4.570409	-1.617922		
SauCOLChORF02118_s_at	0.1266	0.08800874	1.943298	-4.570789	2.516445		
SauMu50ChORFSAV0574_s_at	0.1266	0.08801875	1.943224	-4.570893	2.430334		
YpesKIM_ChrORFy0116_s_at	0.1266	0.08802667	1.943166	-4.570975	1.332071		
BburgChrORF_BB0231_at	0.1266	0.08804517	-1.94303	-4.571166	-1.037642		
SauMu50ChORFSAV2374_s_at	0.1266	0.08807411	1.942817	-4.571464	2.073019		
SauMu50ChORFSAV1774_s_at	0.1267	0.08812107	1.942471	-4.571949	1.223594		
BburgChrORF_BB0457_at	0.1267	0.08818555	-1.941997	-4.572614	-1.056656		
YpesChrORF_YPO3632_s_at	0.1267	0.08819724	1.941911	-4.572734	1.892354	ddg	lipid A biosynthesis palmitoleoyl acyltransferase
YpesChrORF_YPO2842_s_at	0.1267	0.08820011	1.94189	-4.572764	1.832252	YPO2842	ABC transporter permease
SpM1_ChORF2032_s_at	0.1269	0.08829182	1.941216	-4.573709	1.944918		
CTrachChrORF_CT425_at	0.1269	0.0882988	1.941165	-4.57378	2.073209		
YpesChrORF_YPO2455_s_at	0.1269	0.08834267	1.940843	-4.574232	2.182735	YPO2455	hypothetical protein
SpM3_ChORF1093_at	0.1269	0.08834644	1.940816	-4.574271	2.188639		
BburgChrORF_BB0174_at	0.1269	0.08836055	-1.940712	-4.574416	-1.39096		
SpM1_ChORF1739_s_at	0.127	0.08840517	1.940385	-4.574875	1.200173	manM	putative mannose-specific phosphotransferase system component IIC
YpesChrORF_YPO0034_s_at	0.127	0.08846207	1.939968	-4.575459	1.731832	YPO0034	membrane permease
SauMu50ChORFSAV1772_s_at	0.1271	0.08851766	1.93956	-4.57603	1.453373		
SpM49_ChORF7585-36_at	0.1273	0.0886403	1.938663	-4.577288	1.533038		
SauMu50ChORFSAV2102_s_at	0.1273	0.08864724	1.938612	-4.577359	2.299991		
CTrachChrORF_CT578_at	0.1273	0.08866501	1.938482	-4.577542	2.065444		
SpM1_ChORF0358_s_at	0.1273	0.08867571	1.938404	-4.577651	1.421476		
SpM1_ChORF0045_s_at	0.1273	0.08871496	1.938117	-4.578053	1.703961		
Cbur02765_at	0.1275	0.08881842	1.937361	-4.579112	1.099431		
SpM1_ChORF0416_s_at	0.1275	0.08882035	1.937347	-4.579132	1.991554	prtS	putative cell envelope proteinase
Cbur00230_at	0.1275	0.08883482	1.937242	-4.57928	1.643908		
SpM18_ChORF0167_s_at	0.1275	0.08888274	1.936892	-4.57977	1.510774		
Cbur00938_at	0.1275	0.08889944	1.93677	-4.579941	2.168511		
YpesChrORF_YPO3457_s_at	0.1275	0.08890878	1.936702	-4.580036	1.794574	phnG	PhnG protein
CburA00011_at	0.1275	0.08891903	1.936627	-4.580141	1.376751		
SpM1_ChORF0059_s_at	0.1276	0.08894422	1.936444	-4.580398	1.975478	rpmC	50S ribosomal protein L29
SpM1_ChORF2216_s_at	0.1276	0.08899986	1.936038	-4.580966	1.886493	htrA	putative serine protease
CTrachChrORF_CT869_at	0.1276	0.08900453	1.936004	-4.581014	1.405302		
BburgChrORF_BB0441_at	0.1277	0.08903969	-1.935748	-4.581373	-1.175072		
SpM1_ChORF0175_s_at	0.1278	0.08912438	1.935131	-4.582236	2.550601		
Sau8325ChORF2638_s_at	0.1279	0.08919035	1.934652	-4.582908	1.775082		
CTrachChrORF_CT124_at	0.1279	0.08921767	1.934453	-4.583186	1.356911		
SauMu50ChORFSAV0001_s_at	0.1279	0.0892463	1.934245	-4.583478	1.608658		
SauMu50ChORFSAV0786_at	0.1279	0.08924729	1.934238	-4.583488	2.663687		
YpesChrORF_YPO1353_s_at	0.1279	0.08925168	1.934206	-4.583532	2.318954	YPO1353	chorismate mutase
SauMu50ChORFSAV1194_s_at	0.1279	0.08927071	1.934068	-4.583726	2.283408		
BburgChrORF_BB0082_at	0.1279	0.08929379	-1.9339	-4.583961	-1.112655		
Cbur02641_at	0.1279	0.08929975	1.933857	-4.584022	1.88439		
YpseORF_or0098_at	0.1282	0.08949607	1.932432	-4.586016	2.043038		
YpesChrORF_YPO0323_at	0.1282	0.08951291	1.93231	-4.586187	1.6656	YPO0323	hypothetical protein
SauRF122_1028-43_at	0.1283	0.08954692	1.932064	-4.586531	1.278395		
SauMu50ChORFSAV0865_at	0.1283	0.08957045	1.931894	-4.58677	1.989737		
BburgChrORF_BB0775_at	0.1283	0.08957237	-1.93188	-4.586789	-1.046607		
Cbur02033_at	0.1283	0.0895762	1.931852	-4.586828	1.258182		
SpM1_ChORF1370_s_at	0.1283	0.08963701	1.931412	-4.587445	1.113573		
SauMu50ChORFSAV1621_s_at	0.1285	0.08973612	1.930695	-4.588448	2.234207		
SauMSSA476_575g-653_at	0.1285	0.08977131	1.930441	-4.588804	1.901441		
BburgChrORF_BB0203_at	0.1285	0.08979949	1.930237	-4.589089	1.273065		
