ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
BburgPlaORF_BBU03_x_at	0.0185	0.00000591	10.527868	3.989585	7.598645		
YpesChrORF_YPO3670_at	0.0185	0.00000679	10.333186	3.890673	6.236903	YPO3670	hypothetical protein
BburgPlaORF_BBE22_at	0.0185	0.00000704	10.283346	3.864888	6.374768		
SpM1_ChORF1393_s_at	0.0185	0.00000812	10.089584	3.762806	5.543105	pepB	putative oligopeptidase
SpM1_ChORF0388_s_at	0.0185	0.00000915	9.929251	3.676073	5.800018	murE	putative UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate ligase
SpM18_ChORF0761_s_at	0.0185	0.00000924	9.915919	3.668767	6.142327		
YpesChrORF_YPO0343_s_at	0.0185	0.00000959	9.865944	3.641249	5.538844	hydN	4Fe-4S ferredoxin
BburgPlaORF_BBE17_at	0.0185	0.00001026	9.77645	3.591451	5.678456		
SpM18_ChORF0118_s_at	0.0185	0.00001208	9.563953	3.470483	5.721435		
YpesChrORF_YPO1831_s_at	0.0185	0.00001242	9.52822	3.449758	5.250874	fliE	flagellar hook-basal body protein FliE
SauMu50ChORFSAV0921_s_at	0.0185	0.00001477	9.306866	3.318838	5.056691		
BburgPlaORF_BBH06_at	0.0185	0.00001734	-9.105841	3.196062	-5.565046		
BburgPlaORF_BBI29_at	0.0185	0.00001911	8.986332	3.121267	5.775038		
BburgPlaORF_BBQ06_x_at	0.0185	0.00002004	8.928271	3.084432	5.570564		
SauEMRSA16ChORF1252_s_at	0.0185	0.00002087	8.879111	3.052987	4.830285		
SauCOLChORF01438_s_at	0.0185	0.00002096	8.873805	3.049579	5.591267		
SpM1_ChORF0723_at	0.0185	0.00002127	8.855714	3.037938	5.483913		
SauMu50ChORFSAV0777_s_at	0.0185	0.00002228	8.799764	3.00173	5.037106		
YpesChrORF_YPO0071_s_at	0.0185	0.00002581	8.624298	2.886137	4.914179	YPO0071	methyltransferase
SpM1_ChORF1290_s_at	0.0185	0.00002609	8.611287	2.87744	5.338762		
BburgPlaORF_BBI41_x_at	0.0185	0.00002856	8.504803	2.805607	5.25534		
SauCOLChORF00597_s_at	0.0185	0.00002869	8.499683	2.802124	5.580971		
SauMu50ChORFSAV1076_s_at	0.0185	0.00003066	8.421926	2.748877	4.662537		
SauMu50ChORFSAV1351_s_at	0.0185	0.00003182	8.378881	2.719123	4.896051		
SauMu50ChORFSAV0439_s_at	0.0185	0.00003528	8.260176	2.636037	5.420771		
Cbur00231_s_at	0.0185	0.0000372	8.199968	2.593307	4.771513		
SauMu50ChORFSAV0325_s_at	0.0185	0.000038	8.175662	2.575944	5.361864		
SauEMRSA16ChORF1832_s_at	0.0185	0.00003913	8.142414	2.552086	4.942246		
SauMu50ChORFSAV0376_s_at	0.0185	0.00004024	8.111048	2.529465	4.810581		
SauEMRSA16ChORF1946_s_at	0.0185	0.00004092	8.092105	2.515751	5.661486		
SpM1_ChORF1012_s_at	0.0185	0.00004434	8.00233	2.4502	4.376998		
Cbur01894_at	0.0185	0.00004577	7.966844	2.424036	4.502039		
SauMu50ChORFSAV0478_s_at	0.0185	0.00004695	7.938636	2.403134	4.717584		
SauCOLChORF01838_x_at	0.0185	0.00004814	7.910981	2.382554	4.333456		
BburgPlaORF_BBU09_x_at	0.0185	0.00005066	7.854721	2.340409	5.342426		
BburgPlaORF_BBA16_at	0.0185	0.00005353	7.794548	2.294923	4.222973		
SpM1_ChORF1422_s_at	0.0185	0.00005443	7.776384	2.281108	4.462782	recR	putative recombination protein
YpesChrORF_YPO2061_s_at	0.0185	0.00005456	7.773677	2.279046	4.316366	znuA	high-affinity zinc transporter substrate-binding protein
SauEMRSA16ChORF1625_x_at	0.0185	0.00005819	7.703798	2.225509	4.110563		
YpesChrORF_YPO2748_s_at	0.0185	0.00005963	7.677471	2.205187	4.843962	sixA	phosphohistidine phosphatase
SpM1_ChORF1138_s_at	0.0185	0.00006106	7.651931	2.185392	4.142939		
SauMu50ChORFSAV0917_at	0.0185	0.00006207	7.63416	2.171572	5.062649		
SpM1_ChORF2209_s_at	0.0185	0.00006217	7.632475	2.170259	4.623257		
SauCOLChORF00855_s_at	0.0185	0.00006695	7.553268	2.108177	5.268092		
BburgPlaORF_BBA15_at	0.0185	0.00006705	7.551788	2.107009	4.060846		
Cbur01185_at	0.0185	0.00006812	7.534875	2.093649	5.300582		
Sau8325ChORF1951_s_at	0.0185	0.00006885	7.523609	2.084731	4.656435		
Cbur00762_at	0.0185	0.00007051	7.498294	2.064633	4.194133		
SauMu50ChORFSAV0331_s_at	0.0185	0.000071	7.490962	2.058797	5.054115		
SauEMRSA16ChORF1498_s_at	0.0185	0.00007112	7.489237	2.057423	4.854707		
YpeKIM_pCD1_Y0090_at	0.0185	0.00007199	7.476316	2.047119	4.745261	yadA'	pseudo
BburgPlaORF_BBA66_at	0.0185	0.00007501	7.433038	2.012456	6.300182		
BburgPlaORF_BBH13_at	0.0185	0.00007715	-7.403542	1.988697	-5.39796		
SpM5_ChORF125g-237_at	0.0185	0.00007885	7.380645	1.970177	4.231377		
SpM1_ChORF1441_s_at	0.0185	0.0000793	7.37474	1.96539	4.202734		
Cbur01828_at	0.0185	0.00007946	7.372629	1.963678	4.255221	rpmC	50S ribosomal protein L29
BburgPlaORF_BBA59_x_at	0.0185	0.00008001	7.365382	1.957795	4.250268		
YpesChrORF_YPO1007_s_at	0.0185	0.00008045	7.359736	1.953207	4.93002	YPO1007	hypothetical protein
SauMu50ChORFSAV0060_s_at	0.0185	0.0000805	7.358992	1.952602	4.514112		
SpM1_ChORF0611_s_at	0.0185	0.00008054	7.358455	1.952165	5.007785	tufA	putative translation elongation factor EF-Tu
BburgPlaORF_BBE21_at	0.0185	0.00008174	7.343088	1.939655	5.795716		
Cbur01577_at	0.0185	0.00008219	7.337354	1.93498	4.081382		
YpesChrORF_YPO1386_s_at	0.0185	0.00008296	7.327674	1.927077	4.449027	ansB	L-asparaginase II
CTrachChrORF_CT087_at	0.0185	0.00008348	7.32123	1.92181	5.19025		
BburgPlaORF_BBI06_at	0.0185	0.00008357	7.320028	1.920826	4.614773		
Cbur00003_at	0.0185	0.00008378	7.317462	1.918727	4.50552		
SauEMRSA16ChORF2792_at	0.0185	0.00008452	7.308339	1.911255	4.338308		
SpM1_ChORF1899_s_at	0.0185	0.00008602	7.290101	1.896287	4.906267		
SpM12_ChORF265-3_at	0.0185	0.00008609	7.289195	1.895543	4.834709		
CTrachChrORF_CT401_at	0.0185	0.00008677	7.281091	1.888877	3.938568		
SpM1_ChORF0339_s_at	0.0185	0.00008684	7.280199	1.888143	4.527944		
SpM1_ChORF2163_s_at	0.0185	0.00008685	7.280073	1.88804	4.937695		
SauMu50ChORFSAV0937_s_at	0.0185	0.0000875	7.272439	1.881752	4.703236		
Cbur01626_at	0.0185	0.00008766	7.270496	1.88015	4.137258		
SauMu50ChORFSAV2262_s_at	0.0185	0.00008925	7.251945	1.864835	4.4459		
YpesChrORF_YPO2009a_at	0.0185	0.00008991	7.244309	1.858518	4.128959	YPO2009a	pseudo
YpesChrORF_YPO2221_s_at	0.0185	0.00009054	7.237192	1.852623	4.554924	acnA	aconitate hydratase
YpesPlaORF_YpCD1.78c_s_at	0.0185	0.0000922	7.218505	1.837113	5.352505	tap///tap	RepA leader peptide Tap///repA translation protein
SpM1_ChORF0682_s_at	0.0185	0.00009321	7.207215	1.827722	4.517692		
YpesChrORF_YPO1707_s_at	0.019	0.00009765	7.159607	1.787934	4.404424	YPO1707	fimbrial protein
SpM1_ChORF0637_s_at	0.019	0.00009812	7.154689	1.783807	5.680536		
YpesChrORF_YPO1241_at	0.0191	0.00009969	7.138468	1.770173	4.998785	YPO1241	bacteriophage protein
YpseORF_or0865_at	0.0203	0.00010713	7.065369	1.708294	3.877232		
YpesChrORF_YPO0175_s_at	0.0205	0.00011537	6.990769	1.64441	4.131348	crp	cAMP-regulatory protein
Cbur00927_at	0.0205	0.00011607	6.984694	1.639175	4.678795		
Cbur00528_at	0.0205	0.00011822	6.966313	1.623304	4.138332		
YpesChrORF_YPO3162_s_at	0.0205	0.00011906	6.959195	1.617145	4.365623	ampG	muropeptide transporter
BburgPlaORF_BBI11_at	0.0205	0.00012046	6.947501	1.607013	4.036685		
YpesChrORF_YPO1190_s_at	0.0205	0.00012061	6.94624	1.60592	4.913141	YPO1190	ABC transporter ATP-binding protein
SauMu50ChORFSAV0058_s_at	0.0205	0.00012404	6.918282	1.581615	4.307999		
CTrachChrORF_CT196_at	0.0205	0.00012469	6.913089	1.577089	5.556709		
SauMSSA476_J8624-68_at	0.0205	0.00012642	6.899416	1.565154	4.672963		
CTrachChrORF_CT495_at	0.0205	0.00012736	6.892007	1.558676	4.634026		
SauMSSA476_575g-7_at	0.0205	0.00013165	6.859208	1.529908	4.558341		
SpM18_ChORF1291_at	0.0205	0.00013352	6.845237	1.51761	4.495119		
Cbur02586_at	0.0205	0.00013523	6.832686	1.506538	3.803292		
SauCOLChORF01468_s_at	0.0205	0.0001371	6.81916	1.494582	5.100714		
YpesChrORF_YPO0476a_s_at	0.0205	0.00013808	6.812158	1.488382	3.834673	YPO0476a	FKBP-type peptidylprolyl isomerase
Cbur01971_at	0.0205	0.00013825	6.810927	1.487292	4.512435		
SpM1_ChORF0857_s_at	0.0205	0.00013856	6.808753	1.485365	3.727345	mur1.2	putative peptidoglycan hydrolase
Cbur02850_at	0.0205	0.00013957	6.801606	1.479027	4.790408		
SauEMRSA16ChORF2500_s_at	0.0205	0.00013972	6.800501	1.478046	3.916673		
SauCOLChORF02418_s_at	0.0205	0.00014361	6.773571	1.454096	4.968308		
CTrachChrORF_CT347_at	0.0205	0.00014656	6.75366	1.436323	4.438023		
Cbur02184_at	0.0205	0.00014658	6.753499	1.436179	4.321661		
YpesChrORF_YPO1066_s_at	0.0205	0.00014836	6.741752	1.425667	4.440658	YPO1066	peptidyl-tRNA hydrolase domain-containing protein
YpesPlaORF_YpCD1.61_at	0.0205	0.00014971	6.732899	1.417732	4.392552	yscL///yscL///yscL///yscL	Yop proteins translocation protein L homolog///type III secretion ATPase regulator YscL///type III secretion system protein///type III secretion protein
Cbur01900_at	0.0205	0.0001504	6.728391	1.413687	3.854118		
BburgPlaORF_BBA73_at	0.0205	0.00015301	6.711621	1.398615	4.191441		
Cbur01234_at	0.0205	0.000154	6.705373	1.392989	4.041705		
YpesChrORF_YPO2266_s_at	0.0205	0.00015654	6.689428	1.378608	3.95126	YPO2266	hypothetical protein
SauMu50ChORFSAV0611_s_at	0.0205	0.00015733	6.684532	1.374185	4.413861		
SauEMRSA16ChORF1766_at	0.0205	0.00016292	6.650708	1.343534	4.577583		
SauMu50ChORFSAV1977_s_at	0.0205	0.00016451	6.641349	1.335024	4.047537		
CTrachChrORF_CT802_at	0.0205	0.00016493	6.638854	1.332754	3.783812		
SpM1_ChORF1924_s_at	0.0205	0.00016834	6.61911	1.314753	5.371209	lacR.2	putative lactose phosphotransferase system repressor protein
CTrachChrORF_CT335_at	0.0205	0.00016876	6.616735	1.312584	4.212759		
YpesChrORF_YPO1252_s_at	0.0205	0.00017367	6.589151	1.287334	5.457918	stf	bacteriophage tail fiber protein
CTrachChrORF_CT729_at	0.0205	0.00017824	6.564199	1.264399	4.15188		
SauCOLChORF02500_at	0.0205	0.00017918	6.5592	1.259793	4.110801		
YpesKIM_ChrORFy1907_s_at	0.0205	0.00017947	6.557637	1.258352	4.437054		
YpesChrORF_YPO2381_s_at	0.0205	0.00018007	6.554417	1.255383	3.64376	gloA	lactoylglutathione lyase
SpM1_ChORF1101_s_at	0.0205	0.00018107	6.549133	1.250507	4.10113	murB	putative UDP-N-acetylenolpyruvoylglucosamine reductase
YpesChrORF_YPO1139_s_at	0.0205	0.00018143	6.547209	1.24873	3.663694	galE	UDP-galactose-4-epimerase
SauMu50ChORFSAV1746_s_at	0.0205	0.00018334	6.53723	1.239509	5.432345		
SpM1_ChORF1361_s_at	0.0205	0.00018399	6.533855	1.236386	4.039864	inlA	putative internalin A precursor
SauEMRSA16ChORF1464_at	0.0205	0.0001845	6.53122	1.233947	4.769357		
CTrachChrORF_CT228_at	0.0205	0.00018467	6.530331	1.233124	3.626697		
SauMu50ChORFSAV2083_s_at	0.0205	0.00018666	6.52012	1.223662	4.000586		
Cbur00925_at	0.0205	0.00018843	6.51109	1.215283	3.795592		
SauMu50ChORFSAV2551_s_at	0.0205	0.00018865	6.509994	1.214265	3.974413		
SauMu50ChORFSAV0381_s_at	0.0205	0.0001892	6.507223	1.21169	3.782083		
Cbur01134_at	0.0205	0.00019011	6.502677	1.207464	3.86562		
SauMu50ChORFSAV2631_s_at	0.0205	0.00019198	6.493346	1.198781	4.657169		
SauMu50_VRSApORF021_x_at	0.0205	0.00019522	6.47747	1.183978	4.995329		
YpesChrORF_YPO0075_s_at	0.0205	0.00019866	6.46087	1.168462	4.382107	cpxP	periplasmic stress adaptor protein CpxP
YpesKIM_ChrORFy0901_s_at	0.0205	0.00019881	6.460189	1.167824	4.543914		
YpesChrORF_YPO3852_s_at	0.0205	0.00019976	6.455647	1.163571	4.279171	hemY	protoheme IX biogenesis protein
SpM3_ChORF0696_at	0.0205	0.00019993	6.454869	1.162842	3.520905		
YpesChrORF_YPO1547_s_at	0.0205	0.00020005	6.454284	1.162293	4.281231	hisC	histidinol-phosphate aminotransferase
Cbur01362_at	0.0205	0.00020307	6.440101	1.14899	4.094303	mvaD	diphosphomevalonate decarboxylase/isopentenyl-diphosphate delta-isomerase
YpesKIM_ChrORFy2314_at	0.0205	0.00020481	6.432043	1.141419	3.692037		
SauMu50ChORFSAV2358_s_at	0.0205	0.00020528	6.42991	1.139413	4.305335		
YpseORF_or1954_s_at	0.0205	0.00020617	6.425804	1.135549	4.503489		
BburgPlaORF_BBE31_at	0.0205	0.00021011	6.407953	1.118726	4.723971		
BburgPlaORF_BBI17_at	0.0205	0.00021235	6.397971	1.109297	3.587409		
Cbur02790_at	0.0205	0.00021359	6.392517	1.10414	4.031418		
SpM1_ChORF0155_s_at	0.0205	0.00021406	6.390431	1.102166	4.20265	ntpB	putative V-type Na+ -ATPase subunit B
CTrachChrORF_CT718_at	0.0205	0.00021441	6.388916	1.100732	4.809451		
SpM3_ChORF0788_s_at	0.0205	0.00021449	6.388556	1.100392	3.416053		
YpesChrORF_YPO0183_s_at	0.0205	0.00021692	6.377964	1.090356	4.281337	tauB	taurine transporter ATP-binding protein
SauMu50ChORFSAV2578_s_at	0.0205	0.00021723	6.376638	1.089099	3.871228		
BburgPlaORF_BBH37_at	0.0205	0.00021771	-6.37456	1.087128	-4.21909		
SpM1_ChORF0731_s_at	0.0205	0.00021773	6.374477	1.087049	3.51745	eno	putative enolase
Cbur00985_at	0.0205	0.000218	6.373305	1.085937	4.592323		
BburgPlaORF_BBI16_at	0.0205	0.00022013	6.364186	1.077278	5.925617		
SpM12_ChORF297-38_at	0.0205	0.00022081	6.361322	1.074556	4.084295		
SauMu50ChORFSAV2595_s_at	0.0205	0.00022737	6.333941	1.04847	4.499042		
SpM1_ChORF1916_s_at	0.0205	0.0002275	6.333415	1.047967	4.233123	lacG	putative phospho-beta-D-galactosidase
SpM1_ChORF1063_at	0.0205	0.00022807	6.331052	1.04571	4.336317		
SpM12_ChORF284-6_s_at	0.0205	0.00022836	6.329856	1.044568	5.154474		
YpesChrORF_YPO2560_at	0.0205	0.00023522	6.302282	1.018168	4.074087	YPO2560	hypothetical protein
Cbur00650_at	0.0205	0.0002364	6.297633	1.013706	3.635551		
SpM3_ChORF0902_at	0.0205	0.0002378	6.292122	1.008412	4.403698		
SauMu50ChORFSAV1493_s_at	0.0205	0.00024073	6.280762	0.997486	3.880499		
Cbur02424_at	0.0205	0.00024285	6.272607	0.98963	3.917253	glyS	glycyl-tRNA synthetase subunit beta
Cbur01744_s_at	0.0205	0.00024297	6.272178	0.989216	4.224087		
Cbur02843_at	0.0205	0.00024357	6.269892	0.987012	4.596819		
Cbur01044_at	0.0205	0.0002469	6.257313	0.974869	3.631567		
SauEMRSA16ChORF712_at	0.0205	0.00024728	6.255882	0.973487	4.478139		
SauMu50ChORFSAV1510_s_at	0.0205	0.00024872	6.250486	0.96827	3.737785		
Cbur02628_at	0.0205	0.00024895	6.249629	0.96744	4.3394		
SpM1_ChORF1395_s_at	0.0205	0.00025034	6.244472	0.96245	4.399598		
YpesPlaORF_YpMT1.03c_s_at	0.0205	0.00025087	6.242536	0.960575	4.482881		
SpM1_ChORF1787_s_at	0.0205	0.00025102	6.241988	0.960045	5.158565		
SpM1_ChORF0930_s_at	0.0205	0.00025154	6.240054	0.958171	3.725317		
SpM1_ChORF1069_s_at	0.0205	0.00025379	6.231859	0.950226	5.426049		
SpM18_ChORF0930_s_at	0.0205	0.00025567	6.225024	0.943593	4.734149		
YpesChrORF_YPO0205_at	0.0205	0.00025573	6.224798	0.943373	4.070649	bfd	bacterioferritin-associated ferredoxin
BburgPlaORF_BBQ05_at	0.0205	0.00025905	6.212911	0.931818	4.332879		
BburgPlaORF_BBI34_at	0.0205	0.00026084	6.206589	0.925664	4.314864		
SpM18_ChORF0748_s_at	0.0205	0.00026122	6.205231	0.924341	3.879529		
SpM1_ChORF0108_s_at	0.0205	0.00026134	6.20482	0.923941	4.955162		
BburgPlaORF_BBU05_at	0.0205	0.00026422	6.194739	0.914113	3.736572		
YpesChrORF_YPO1955_s_at	0.0205	0.00026549	6.190316	0.909796	3.791343	YPO1955	acetyltransferase
Cbur00757_at	0.0205	0.00026705	6.184953	0.904557	4.42219		
BburgChrORF_BB0631_at	0.0205	0.00026946	6.176707	0.896494	3.46234		
YpesChrORF_YPO1025_s_at	0.0205	0.00027059	6.172838	0.892708	3.953096	mltA	murein transglycosylase A
YpesChrORF_YPO1261_s_at	0.0205	0.00027069	6.172499	0.892375	4.089356	YPO1261	hypothetical protein
SpM1_ChORF0690_s_at	0.0205	0.00027118	6.170846	0.890757	4.103861		
YpseORF_or0393_at	0.0205	0.00027537	6.156813	0.876998	3.507093		
BburgPlaORF_BBA62_at	0.0205	0.00027653	6.152971	0.873227	3.33409		
CTrachChrORF_CT864_at	0.0205	0.00028182	6.135629	0.856172	4.135428		
BburgPlaORF_BBA03_at	0.0205	0.00028522	6.124687	0.845388	3.515832		
SpM1_ChORF2006_s_at	0.0205	0.00028816	6.115324	0.836146	4.242837		
YpesChrORF_YPO4054_s_at	0.0205	0.00028845	6.114402	0.835235	3.64833	selA	selenocysteine synthase
Cbur01188_at	0.0205	0.00029347	6.098716	0.819719	4.326892	ptsH	phosphocarrier protein HPr
SpM12_ChORF251-1_at	0.0205	0.00029374	6.097874	0.818884	4.687193		
YpseORF_or3770_at	0.0205	0.00029527	6.093146	0.8142	4.192804		
SpM18_ChORF2042_at	0.0205	0.00029642	6.089605	0.810689	3.953075		
SpM1_ChORF1873_s_at	0.0205	0.00029903	6.081649	0.802794	4.067262		
YpesChrORF_YPO4098_at	0.0205	0.00029935	6.08067	0.801821	4.103119	YPO4098	hypothetical protein
CTrachPlaORF_CTP006_at	0.0205	0.00030276	6.070398	0.791611	4.344919		
Cbur01264_at	0.0205	0.00030414	6.06627	0.787503	3.601768		
YpesChrORF_YPO1292_s_at	0.0205	0.00030456	6.065029	0.786268	3.718171	rpiA	ribose 5-phosphate isomerase
YpesChrORF_YPO0059_s_at	0.0205	0.00030634	6.059753	0.781013	4.473625	kbl	2-amino-3-ketobutyrate CoA ligase
SauMu50ChORFSAV2428_s_at	0.0205	0.00030777	6.055518	0.776792	3.317374		
SauMu50ChORFSAV1500_s_at	0.0205	0.00030877	6.052598	0.77388	3.797406		
SauCOLChORF02093_s_at	0.0205	0.00030911	6.051596	0.77288	3.891968		
SpM12_ChORF299-3_s_at	0.0205	0.00031286	6.040694	0.761995	3.967958		
YpesKIM_ChrORFy1269_at	0.0205	0.00031387	6.03779	0.759091	3.650927		
YpesChrORF_YPO0617_s_at	0.0205	0.00031449	6.035992	0.757293	4.380722	YPO0617	hypothetical protein
SpM1_ChORF1816_s_at	0.0205	0.00031572	6.032474	0.753774	4.056866	scrB	putative sucrose-6-phosphate hydrolase
SauMu50ChORFSAV2325_s_at	0.0205	0.0003159	6.031962	0.753262	4.052443		
YpesChrORF_YPO1442_s_at	0.0205	0.00031817	6.025496	0.746788	3.560185	YPO1442	hypothetical protein
SauMu50ChORFSAV1627_s_at	0.0205	0.00032026	6.019588	0.740867	3.752312		
Cbur00817_at	0.0205	0.0003221	6.014439	0.735702	3.692858		
Sau8325ChORF1079_at	0.0205	0.00032235	6.013734	0.734995	4.166668		
CTrachChrORF_CT325_at	0.0205	0.00032264	6.01293	0.734188	4.127807		
YpesPlaORF_YpMT1.54_at	0.0205	0.00032323	6.011262	0.732514	3.552678		
YpesChrORF_YPO2708_s_at	0.0205	0.00032331	6.011047	0.732298	3.418355	srmB	ATP-dependent RNA helicase SrmB
YpesChrORF_YPO2429_s_at	0.0205	0.00032405	6.008997	0.730239	3.776142	pheS	phenylalanyl-tRNA synthetase subunit alpha
SauCOLChORF02923_s_at	0.0205	0.00032405	6.008994	0.730236	3.196197		
YpesChrORF_YPO2822_at	0.0205	0.0003254	6.005252	0.726477	3.271952	YPO2822	hypothetical protein
Cbur01493_x_at	0.0205	0.00032869	5.996185	0.71736	3.94504		
BburgPlaORF_BBE16_at	0.0205	0.00032889	5.995637	0.716809	5.312661		
SauMu50ChORFSAV1850_s_at	0.0205	0.00033171	5.987983	0.709101	4.588919		
Cbur01049_at	0.0205	0.00033591	5.976681	0.697704	3.320405		
SpM12_ChORF205-1_s_at	0.0205	0.00033595	5.976586	0.697608	4.636194		
SauMu50ChORFSAV0479_s_at	0.0205	0.0003391	5.968207	0.689145	3.535486		
SauCOLChORF02592_s_at	0.0205	0.00033954	5.967036	0.687962	5.435244		
Cbur01350_at	0.0205	0.00034039	5.9648	0.685701	3.65214		
SauEMRSA16ChORF2662_at	0.0205	0.00034176	5.961192	0.682052	4.560942		
CTrachChrORF_CT203_at	0.0205	0.00034248	5.959305	0.680142	3.859272		
BburgPlaORF_BBU04_at	0.0205	0.00034291	5.958199	0.679023	4.692779		
Cbur01771_at	0.0205	0.00034383	5.955788	0.676581	3.435605		
YpesPlaORF_YpMT1.88_s_at	0.0205	0.0003461	5.949915	0.670632	3.749002		
YpseORF_or2158_at	0.0205	0.0003484	5.943984	0.664618	4.493523		
SauMSSA476_207h-89_x_at	0.0205	0.0003485	5.943727	0.664358	4.447365		
CTrachChrORF_CT318_at	0.0205	0.00034936	5.941537	0.662135	3.681809		
SauEMRSA16ChORF2915_s_at	0.0205	0.00035336	5.931364	0.651803	3.652929		
SauCOLChORF02133_s_at	0.0205	0.00035374	5.9304	0.650823	3.697485		
YpseORF_or4493_at	0.0205	0.00035421	5.929222	0.649626	3.289774		
YpesChrORF_YPO0664_s_at	0.0205	0.00035475	5.927846	0.648226	3.206858	nudF	ADP-ribose pyrophosphatase
SpM1_ChORF2113_s_at	0.0205	0.00035698	5.922267	0.64255	3.616642		
YpesChrORF_YPO1414_s_at	0.0205	0.00035791	5.919944	0.640186	3.66681	pepN	aminopeptidase
SauMu50ChORFSAV1427_s_at	0.0205	0.00035825	5.919101	0.639327	3.380467		
SauMu50ChORFSAV0070_s_at	0.0205	0.0003595	5.915997	0.636166	4.168579		
Cbur01162_at	0.0205	0.00036187	5.910128	0.630183	3.246728		
Cbur02207_at	0.0205	0.00036193	5.909986	0.630039	3.466861		
SauCOLChORF02400_s_at	0.0205	0.00036462	5.903394	0.623312	4.587938		
BburgPlaORF_BBA36_at	0.0205	0.00036791	5.895421	0.615168	3.19704		
SauCOLChORF01861_s_at	0.0205	0.00037186	5.88592	0.60545	4.019189		
Cbur02038_at	0.0205	0.00037342	5.8822	0.601641	3.621145	nadB	L-aspartate oxidase
SauMu50ChORFSAV1889_s_at	0.0205	0.00037941	5.868101	0.587186	4.878377		
SauCOLChORF00883_s_at	0.0205	0.00037955	5.867751	0.586827	3.670087		
SauEMRSA16ChORF1240_at	0.0205	0.00038155	5.863111	0.582062	5.108032		
SpM5_ChORF4P31a-2_at	0.0205	0.00038204	5.861962	0.580881	4.872543		
YpesChrORF_YPO3332_s_at	0.0205	0.00038228	5.861412	0.580317	4.668921	YPO3332	sugar ABC transporter permease
BburgPlaORF_BBI36_s_at	0.0205	0.00038235	5.86124	0.58014	3.909173		
SpM1_ChORF0981_s_at	0.0205	0.00038328	5.859095	0.577935	5.092883		
SpM12_ChORF262-3_s_at	0.0205	0.00038467	5.855906	0.574657	3.128112		
YpesChrORF_YPO3364_s_at	0.0205	0.00039291	5.837151	0.555342	3.523273	cysC	adenylyl-sulfate kinase
SpM1_ChORF1949_s_at	0.0205	0.00039495	5.832593	0.550639	4.027023		
SauN315_pN315ORF006_s_at	0.0205	0.00039709	5.827812	0.545704	4.723989		
SpM18_ChORF1238_at	0.0205	0.00039784	5.826161	0.543998	3.899519		
SauMu50ChORFSAV0477_s_at	0.0205	0.00039831	5.825119	0.542922	3.290632		
Cbur00991_at	0.0205	0.00039933	5.822865	0.540593	3.971072		
YpesChrORF_YPO2637_s_at	0.0205	0.00040111	5.818944	0.536538	4.370058	YPO2637	LexA regulated protein
SpM1_ChORF0740_s_at	0.0205	0.00040289	5.815045	0.532504	3.687536	sagC	streptolysin S associated ORF
SpM1_ChORF0092_s_at	0.0205	0.00040403	5.812542	0.529914	3.627531		
SpM3_ChORF0930_at	0.0205	0.00040573	5.808857	0.526098	3.652798		
Cbur00597_at	0.0205	0.00040991	5.799819	0.51673	3.320889		
YpesChrORF_YPO2893_s_at	0.0205	0.00041416	5.790764	0.50733	3.093426	hscB	co-chaperone HscB
SauEMRSA16ChORF2824_at	0.0205	0.00041804	5.782581	0.498826	3.617156		
YpesChrORF_YPO2522_s_at	0.0205	0.00042023	5.777982	0.494041	3.687702	ybiB	glycosyl transferase family protein
Cbur00761_at	0.0205	0.00042153	5.775281	0.491229	3.554893	mutS	DNA mismatch repair protein MutS
BburgPlaORF_BBA54_at	0.0205	0.00042316	5.771902	0.48771	3.495656		
YpesChrORF_YPO1064a_s_at	0.0205	0.00042423	5.769693	0.485409	3.280049	YPO1064a	hypothetical protein
YpesChrORF_YPO2686_s_at	0.0205	0.00042434	5.769453	0.485158	4.071141	pgm	phosphoglucomutase
YpesKIM_ChrORFy1834_at	0.0205	0.00042463	5.768863	0.484544	3.574921		
SauMu50ChORFSAV1888_s_at	0.0205	0.00042685	5.764297	0.479783	4.306015		
SpM18_ChORF1077_s_at	0.0205	0.00042714	5.763688	0.479148	4.964408		
YpesChrORF_YPO4012_s_at	0.0205	0.0004311	5.755609	0.470716	3.275928	uhpA	two-component system response regulator
YpesChrORF_YPO2957_s_at	0.0205	0.00043155	5.754713	0.46978	3.777521	mltB	murein hydrolase B
YpesChrORF_YPO1964_s_at	0.0205	0.00043327	5.751224	0.466135	3.306047	astD	succinylglutamic semialdehyde dehydrogenase
BburgPlaORF_BBQ03_at	0.0205	0.00043359	5.750579	0.46546	3.814542		
SauMu50ChORFSAV0625_s_at	0.0205	0.00043411	5.749525	0.464359	3.7634		
SauMu50ChORFSAV1016_s_at	0.0205	0.00043458	5.748584	0.463375	3.66322		
YpesChrORF_YPO1254_s_at	0.0205	0.00043465	5.748453	0.463238	4.055205	bglA	6-phospho-beta-glucosidase
Cbur00603_at	0.0205	0.00043524	5.747261	0.461992	4.257752		
YpesKIM_ChrORFy2035_s_at	0.0205	0.00043631	5.745104	0.459736	3.92665		
SauMu50ChORFSAV1737_s_at	0.0205	0.00043665	5.744421	0.459021	3.426104		
SauMu50ChORFSAV1529_s_at	0.0205	0.00043734	5.743044	0.457581	3.741561		
SpM18_ChORF0750_at	0.0205	0.0004387	5.740341	0.454751	3.240622		
