ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
YpesChrORF_YPO3790_s_at	yigM	hypothetical protein	1.889	1.786
YpesChrORF_YPO3791_s_at	YPO3791	hypothetical protein	2.396	2.115
YpesChrORF_YPO3792_s_at	ugpQ	cytoplasmic glycerophosphodiester phosphodiesterase	2.684	2.325
YpesChrORF_YPO3793_s_at	ugpC	glycerol-3-phosphate transporter ATP-binding protein	2.598	2.217
YpesChrORF_YPO3795_s_at	ugpA	glycerol-3-phosphate transporter permease	2.14	2.192
YpesChrORF_YPO3796_s_at	ugpB	glycerol-3-phosphate transporter substrate-binding protein	2.888	2.689
YpesChrORF_YPO3798_s_at	YPO3798	hypothetical protein	2.385	2.079
YpesChrORF_YPO3799_s_at	YPO3799	hypothetical protein	3.802	2.286
YpesChrORF_YPO3800_s_at	YPO3800	hypothetical protein	1.794	1.839
YpesChrORF_YPO3801_s_at	YPO3801	hypothetical protein	2.622	2.691
YpesChrORF_YPO3802_s_at	YPO3802	hypothetical protein	2.81	2.07
YpesChrORF_YPO3804_s_at	livF	ABC transporter ATP-binding protein	2.731	1.906
YpesChrORF_YPO3807_s_at	livH	branched-chain amino acid transporter permease LivH	2.405	2.211
YpesChrORF_YPO3808_s_at	livJ	branched-chain amino acid-binding protein	3.227	2.03
YpesChrORF_YPO3809_s_at	yhhK	acetyltransferase	3.585	2.529
YpesChrORF_YPO3812_s_at	ftsX	cell division protein FtsX	2.987	3.16
YpesChrORF_YPO3813_s_at	ftsE	cell division protein FtsE	2.686	2.415
YpesChrORF_YPO3815_at	YPO3815	hypothetical protein	2.692	2.484
YpesChrORF_YPO3816_s_at	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase	2.773	2.811
YpesChrORF_YPO3821_s_at	YPO3821	sulfur transfer protein SirA	3.652	3.35
YpesChrORF_YPO3824_s_at	glpC	sn-glycerol-3-phosphate dehydrogenase subunit C	3.282	2.439
YpesChrORF_YPO3825_s_at	glpB	anaerobic glycerol-3-phosphate dehydrogenase subunit B	2.333	1.79
YpesChrORF_YPO3826_s_at	glpA	sn-glycerol-3-phosphate dehydrogenase subunit A	2.384	2.294
YpesChrORF_YPO3827_s_at	glpQ	glycerophosphodiester phosphodiesterase	2.427	2.144
YpesChrORF_YPO3828_s_at	YPO3828	hypothetical protein	2.195	2.016
YpesChrORF_YPO3830_s_at	pldB	lysophospholipase L2	4.366	2.791
YpesChrORF_YPO3832_s_at	rhtC	threonine efflux system	4.393	2.48
YpesChrORF_YPO3833_s_at	recQ	ATP-dependent DNA helicase RecQ	2.365	1.652
YpesChrORF_YPO3834_s_at	pldA	phospholipase A	3.763	3.061
YpesChrORF_YPO3837_s_at	corA	magnesium/nickel/cobalt transporter CorA	2.024	1.986
YpesChrORF_YPO3840_s_at	YPO3840	TetR family regulatory protein	2.183	1.708
YpesChrORF_YPO3842_s_at	YPO3842	flavin mononucleotide phosphatase	3.794	2.999
YpesChrORF_YPO3843_s_at	xerC	site-specific tyrosine recombinase XerC	2.121	2.023
YpesChrORF_YPO3844_s_at	YPO3844	hypothetical protein	2.131	1.894
YpesChrORF_YPO3845_s_at	dapF	diaminopimelate epimerase	2.118	1.634
YpesChrORF_YPO3847_s_at	cyaY	frataxin-like protein	3.452	3.208
YpesChrORF_YPO3848_s_at	cyaA	adenylate cyclase	3.658	3.184
YpesChrORF_YPO3849_s_at	hemC	porphobilinogen deaminase	2.223	2.397
YpesChrORF_YPO3850_s_at	hemD	uroporphyrinogen-III synthase	2.166	2.014
YpesChrORF_YPO3852_s_at	hemY	protoheme IX biogenesis protein	4.279	3.699
YpesChrORF_YPO3858_s_at	YPO3858	lipopolysaccharide biosynthesis protein	3.353	2.965
YpesChrORF_YPO3859_s_at	rffA	TDP-4-oxo-6-deoxy-D-glucose transaminase	3.091	2.862
YpesChrORF_YPO3861_s_at	rffH	glucose-1-phosphate thymidylyltransferase	2.352	2.482
YpesChrORF_YPO3862_s_at	rffG	dTDP-D-glucose-4,6-dehydratase	2.404	2.026
YpesChrORF_YPO3866_s_at	YPO3866	undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase	2.62	1.962
YpesChrORF_YPO3873_s_at	ppiC	peptidyl-prolyl cis-trans isomerase C	1.911	2.039
YpesChrORF_YPO3881_s_at	YPO3881	chaperone protein	3.401	2.692
YpesChrORF_YPO3882_at			3.266	2.362
YpesChrORF_YPO3884_at			2.721	2.783
YpesChrORF_YPO3887_s_at	YPO3887	pseudo	3.063	2.168
YpesChrORF_YPO3888_s_at	ilvC	ketol-acid reductoisomerase	3.331	2.712
YpesChrORF_YPO3889_s_at	ilvY	DNA-binding transcriptional regulator IlvY	3.525	2.529
YpesChrORF_YPO3890_at	YPO3890	hypothetical protein	3.273	1.924
YpesChrORF_YPO3896_s_at	ilvA	threonine dehydratase	2.335	2.305
YpesChrORF_YPO3897_s_at	ilvD	dihydroxy-acid dehydratase	2.562	2.575
YpesChrORF_YPO3902_s_at	YPO3902	magnesium chelatase family protein	2.3	2.02
YpesChrORF_YPO3904_s_at	YPO3904	transcriptional regulator HdfR	3.472	2.61
YpesChrORF_YPO3905_s_at	YPO3905	ABC transporter permease	3.072	2.203
YpesChrORF_YPO3906_s_at	YPO3906	sugar transport system permease	1.725	1.776
YpesChrORF_YPO3908_s_at	YPO3908	periplasmic protein	3.247	3.332
YpesChrORF_YPO3910_s_at	btuB	vitamin B12/cobalamin outer membrane transporter	2.545	1.91
YpesChrORF_YPO3913_s_at	YPO3913	DNA-binding transcriptional repressor FabR	2.59	2.723
YpesChrORF_YPO3917_s_at	YPO3917	dihydrolipoamide dehydrogenase	2.048	1.943
YpesChrORF_YPO3920_s_at	YPO3920	ABC transporter protein	2.157	1.83
YpesChrORF_YPO3922_s_at	YPO3922	hemophore HasA	2.36	2.467
YpesChrORF_YPO3923_s_at	YPO3923	TonB dependent receptor protein	2.087	1.647
YpesChrORF_YPO3924_s_at	argH	argininosuccinate lyase	2.571	2.697
YpesChrORF_YPO3927_s_at	argC	N-acetyl-gamma-glutamyl-phosphate reductase	2.372	2.568
YpesChrORF_YPO3929_s_at	ppc	phosphoenolpyruvate carboxylase	2.067	1.711
YpesChrORF_YPO3934_s_at			2.685	2.097
YpesChrORF_YPO3937_s_at	glpD	glycerol-3-phosphate dehydrogenase	2.626	2.228
YpesChrORF_YPO3939_s_at	glgA	glycogen synthase	2.232	2.277
YpesChrORF_YPO3940_s_at	glgC	glucose-1-phosphate adenylyltransferase	1.979	2.063
YpesChrORF_YPO3941_s_at	glgX	glycogen debranching protein	2.117	2.258
YpesChrORF_YPO3943_s_at	YPO3943	hypothetical protein	3.009	2.583
YpesChrORF_YPO3945_s_at			3.905	2.35
YpesChrORF_YPO3948_at	YPO3948	hypothetical protein	3.495	3.035
YpesChrORF_YPO3949_s_at	asd	aspartate-semialdehyde dehydrogenase	3.962	3.273
YpesChrORF_YPO3950_s_at	yhgN	dITP- and XTP- hydrolase	2.394	2.371
YpesChrORF_YPO3953_s_at	YPO3953	gluconokinase	1.96	1.694
YpesChrORF_YPO3954_s_at	gntM	gluconate permease	2.304	2.111
YpesChrORF_YPO3958_s_at	YPO3958	response regulator protein	2.378	2.314
YpesChrORF_YPO3960_s_at	YPO3960	hypothetical protein	2.363	2.176
YpesChrORF_YPO3962_s_at	YPO3962	sugar-binding transport protein	2.38	1.873
YpesChrORF_YPO3975_s_at	opdA	oligopeptidase A	2.755	2.973
YpesChrORF_YPO3976_s_at	YPO3976	hypothetical protein	2.664	2.841
YpesChrORF_YPO3977_s_at	gor	glutathione reductase	2.647	2.554
YpesChrORF_YPO3980_s_at	glxK	glycerate kinase	1.919	1.663
YpesChrORF_YPO3983_s_at	YPO3983	hypothetical protein	2.639	2.103
YpesChrORF_YPO3985_s_at	YPO3985	hypothetical protein	3.17	2.546
YpesChrORF_YPO3988_s_at	YPO3988	diguanylate phosphodiesterase	2.68	2.588
YpesChrORF_YPO3989_s_at	YPO3989	tautomerase	2.047	1.887
YpesChrORF_YPO3991_s_at	YPO3991	insulinase family protease	2.271	2.195
YpesChrORF_YPO3992_s_at	dctA	C4-dicarboxylate transporter DctA	2.385	2.536
YpesChrORF_YPO3993_s_at	YPO3993	hypothetical protein	2.606	2.86
YpesChrORF_YPO3994_s_at	pelY	periplasmic pectate lyase	1.763	1.83
YpesChrORF_YPO3995_s_at	YPO3995	hypothetical protein	2.976	2.169
YpesChrORF_YPO3999_s_at	dppF	dipeptide transporter ATP-binding protein	3.259	1.886
YpesChrORF_YPO4000_s_at	dppD	dipeptide transporter ATP-binding protein	2.911	2.786
YpesChrORF_YPO4005_s_at	YPO4005	hemolysin activator protein	2.755	3.006
YpesChrORF_YPO4012_s_at	uhpA	two-component system response regulator	3.276	3.365
YpesChrORF_YPO4013_s_at	yhjW	phosphoethanolamine transferase	3.725	2.306
YpesChrORF_YPO4017_s_at	hutU	urocanate hydratase	2.759	2.046
YpesChrORF_YPO4023_s_at	YPO4023	iron transport permease	2.668	1.757
YpesChrORF_YPO4025_s_at	YPO4025	iron ABC transporter ATP-binding protein	2.026	1.847
YpesChrORF_YPO4026_s_at			2.631	1.73
YpesChrORF_YPO4031_at	YPO4031	regulatory protein	3.009	2.286
YpesChrORF_YPO4032_s_at	YPO4032	hypothetical protein	3.818	1.938
YpesChrORF_YPO4034_s_at	YPO4034	AraC family transcriptional regulator	2.528	2.298
YpesChrORF_YPO4036_s_at	YPO4036	xylose transporter ATP-binding protein	2.271	2.28
YpesChrORF_YPO4037_s_at	xylF	D-xylose transporter subunit XylF	2.519	2.268
YpesChrORF_YPO4041_s_at	YPO4041	fimbrial chaperone	3.398	2.052
YpesChrORF_YPO4044_s_at	YPO4044	fimbrial protein	2.802	2.662
YpesChrORF_YPO4045_s_at	YPO4045	hypothetical protein	2.568	1.747
YpesChrORF_YPO4049_s_at	YPO4049	hypothetical protein	2.079	2.085
YpesChrORF_YPO4054_s_at	selA	selenocysteine synthase	3.648	3.54
YpesChrORF_YPO4055_s_at	fdhE	formate dehydrogenase accessory protein FdhE	3.291	2.633
YpesChrORF_YPO4057_s_at	fdoH	formate dehydrogenase-O iron-sulfur subunit	3.126	2.084
YpesChrORF_YPO4060_s_at	fdhD	formate dehydrogenase accessory protein	2.989	1.926
YpesChrORF_YPO4061_s_at	sodA	superoxide dismutase	3.046	2.549
YpesChrORF_YPO4065_s_at	YPO4065	hypothetical protein	4.076	3.031
YpesChrORF_YPO4066_s_at	mtlR	mannitol repressor protein	1.59	1.666
YpesChrORF_YPO4067_s_at	mtlD	mannitol-1-phosphate 5-dehydrogenase	2.334	2.421
YpesChrORF_YPO4068_s_at	mtlA	PTS system mannitol-specific transporter subunit IIABC	2.222	1.658
YpesChrORF_YPO4070_s_at	yiaF	hypothetical protein	2.664	2.133
YpesChrORF_YPO4071_s_at	glyS	glycyl-tRNA synthetase subunit beta	2.032	2.108
YpesChrORF_YPO4074_s_at	tag	DNA-3-methyladenine glycosylase	4.262	2.437
YpesChrORF_YPO4082_s_at	avtA	valine--pyruvate transaminase	3.536	2.381
YpesChrORF_YPO4083_s_at	yidE	hypothetical protein	2.883	2.316
YpesChrORF_YPO4085_s_at	ibpA	heat shock protein IbpA	2.992	2.738
YpesChrORF_YPO4089_s_at	YPO4089	hypothetical protein	2.814	2.767
YpesChrORF_YPO4093_s_at	YPO4093	sugar phosphatase	2.947	3.059
YpesChrORF_YPO4094_s_at	gyrB	DNA gyrase subunit B	2.962	2.816
YpesChrORF_YPO4096_s_at	dnaN	DNA polymerase III subunit beta	2.341	2.494
YpesChrORF_YPO4097_s_at	dnaA	chromosome replication initiator DnaA	3.688	2.824
YpesChrORF_YPO4098_at	YPO4098	hypothetical protein	4.103	3.524
YpesChrORF_YPO4101_s_at	rnpA	ribonuclease P	2.795	2.377
YpesChrORF_YPO4103_s_at	trmE	tRNA modification GTPase TrmE	3.938	2.528
YpesChrORF_YPO4104_s_at	YPO4104	trans-2-enoyl-CoA reductase	1.882	1.831
YpesChrORF_YPO4105_at	YPO4105	pseudo	2.65	2.112
YpesChrORF_YPO4107_s_at	yieG	xanthine/uracil permeases family protein	3.353	2.898
YpesChrORF_YPO4108_s_at	YPO4108	6-phosphogluconate phosphatase	2.872	1.813
YpesChrORF_YPO4109_s_at	YPO4109	amino acid transport system permease	2.322	2.237
YpesChrORF_YPO4110_s_at	YPO4110	ABC transporter permease	2.71	2.932
YpesChrORF_YPO4119_s_at	glmU	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	1.926	1.68
YpesChrORF_YPO4120_s_at	atpC	ATP synthase F0F1 subunit epsilon	2.387	2.598
YpesChrORF_YPO4121_s_at	atpD	ATP synthase F0F1 subunit beta	3.881	2.716
YpesChrORF_YPO4122_s_at	atpG	ATP synthase F0F1 subunit gamma	3.612	2.236
YpesChrORF_YPO4123_s_at	atpA	ATP synthase F0F1 subunit alpha	3.176	3.037
YpesChrORF_YPO4126_s_at	atpE	ATP synthase F0F1 subunit C	2.624	2.657
YpesChrORF_YPO4128_s_at	atpI	F0F1 ATP synthase subunit I	2.484	1.642
YpesChrORF_YPO4130_s_at	gidA	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	1.864	1.803
YpesKIM_ChrORFy0012_s_at	Y0012	hypothetical protein	2.652	2.279
YpesKIM_ChrORFy0014_s_at	D744_p5012	putative transposase	4.251	2.539
YpesKIM_ChrORFy0034_s_at	yscU	type III secretion protein	2.304	1.722
YpesKIM_ChrORFy0068_at	D744_p5062	IS1616 OrfA	3.461	2.362
YpesKIM_ChrORFy0089_at			2.959	2.225
YpesKIM_ChrORFy0155_s_at			3.657	2.453
YpesKIM_ChrORFy0189_at			2.937	2.185
YpesKIM_ChrORFy0192_at			3.075	1.847
YpesKIM_ChrORFy0200_at			2.541	1.864
YpesKIM_ChrORFy0241_at			3.495	2.898
YpesKIM_ChrORFy0259_s_at			2.893	2.42
YpesKIM_ChrORFy0261_at			3.049	1.981
YpesKIM_ChrORFy0307_at			3.751	2.693
YpesKIM_ChrORFy0470_s_at			2.175	1.935
YpesKIM_ChrORFy0589_at			2.053	2.151
YpesKIM_ChrORFy0621_s_at			2.737	2.429
YpesKIM_ChrORFy0669_at			2.542	2.556
YpesKIM_ChrORFy0701_s_at			3.599	1.813
YpesKIM_ChrORFy0719_at			2.942	1.983
YpesKIM_ChrORFy0724_at			2.194	1.787
YpesKIM_ChrORFy0782_at			2.166	1.922
YpesKIM_ChrORFy0809_at			2.627	2.772
YpesKIM_ChrORFy0836_at			1.943	1.934
YpesKIM_ChrORFy0893_s_at			3.834	1.827
YpesKIM_ChrORFy0901_s_at			4.544	3.702
YpesKIM_ChrORFy0930_at			3.049	2.865
YpesKIM_ChrORFy0950_s_at			3.332	1.757
YpesKIM_ChrORFy0996_s_at			2.339	2.5
YpesKIM_ChrORFy1015_s_at			3.196	2.964
YpesKIM_ChrORFy1063_at			2.289	1.809
YpesKIM_ChrORFy1073_x_at			2.683	2.314
YpesKIM_ChrORFy1075_at			2.924	2.812
YpesKIM_ChrORFy1114_at			2.474	2.423
YpesKIM_ChrORFy1131_at			3.868	3.095
YpesKIM_ChrORFy1156_s_at			1.99	2.119
YpesKIM_ChrORFy1192_s_at			2.214	2.392
YpesKIM_ChrORFy1250_at			2.085	1.643
YpesKIM_ChrORFy1269_at			3.651	3.503
YpesKIM_ChrORFy1274_s_at			4.069	3.058
YpesKIM_ChrORFy1344_s_at			2.884	1.927
YpesKIM_ChrORFy1345_s_at			1.865	1.852
YpesKIM_ChrORFy1360_at			3.244	2.292
YpesKIM_ChrORFy1375_s_at			2.5	1.874
YpesKIM_ChrORFy1414_at			2.879	2.463
YpesKIM_ChrORFy1445_x_at			2.943	1.635
YpesKIM_ChrORFy1460_s_at			1.937	2.049
YpesKIM_ChrORFy1476_s_at			2.494	2.52
YpesKIM_ChrORFy1554_s_at			2.206	2.41
YpesKIM_ChrORFy1647_s_at			1.796	1.658
YpesKIM_ChrORFy1648_at			3.109	2.378
YpesKIM_ChrORFy1666_at			2.496	2.466
YpesKIM_ChrORFy1699_s_at			2.697	1.914
YpesKIM_ChrORFy1707_at			1.939	2
YpesKIM_ChrORFy1708_s_at			1.982	1.718
YpesKIM_ChrORFy1783_s_at			1.98	1.696
YpesKIM_ChrORFy1808_s_at			2.222	1.69
YpesKIM_ChrORFy1809_at			1.618	1.701
YpesKIM_ChrORFy1814_at			2.427	2.396
YpesKIM_ChrORFy1833_at			1.818	1.681
YpesKIM_ChrORFy1834_at			3.575	3.372
YpesKIM_ChrORFy1907_s_at			4.437	3.746
YpesKIM_ChrORFy1924_at			3.511	3.213
YpesKIM_ChrORFy1983_at			2.908	2.151
YpesKIM_ChrORFy2015_at			3.419	1.928
YpesKIM_ChrORFy2018_s_at			4.353	2.814
YpesKIM_ChrORFy2031_s_at			2.794	2.175
YpesKIM_ChrORFy2035_s_at			3.927	3.36
YpesKIM_ChrORFy2125_s_at			1.697	1.815
YpesKIM_ChrORFy2209_s_at			2.244	2.363
YpesKIM_ChrORFy2216_s_at			1.717	1.86
YpesKIM_ChrORFy2227_at			3.51	2.742
YpesKIM_ChrORFy2265_x_at			1.636	1.693
YpesKIM_ChrORFy2282_s_at			2.663	2.201
YpesKIM_ChrORFy2284_at			2.767	1.916
YpesKIM_ChrORFy2309_at			3.558	2.082
YpesKIM_ChrORFy2314_at			3.692	3.689
YpesKIM_ChrORFy2369_at			3.305	2.17
YpesKIM_ChrORFy2387_s_at			1.799	1.676
YpesKIM_ChrORFy2409_at			2.346	2.19
YpesKIM_ChrORFy2421_at			2.169	2.427
YpesKIM_ChrORFy2461_s_at			2.034	2.172
YpesKIM_ChrORFy2470_s_at			3.308	2.099
YpesKIM_ChrORFy2471_s_at			3.107	2.229
YpesKIM_ChrORFy2512_s_at			2.61	2.627
YpesKIM_ChrORFy2516_s_at			3.057	2.047
YpesKIM_ChrORFy2550_s_at			2.333	1.651
YpesKIM_ChrORFy2557_s_at			3.722	1.893
YpesKIM_ChrORFy2572_at			2.625	2.668
YpesKIM_ChrORFy2583_s_at			2.409	1.873
YpesKIM_ChrORFy2597_x_at			2.629	2.933
YpesKIM_ChrORFy2681_s_at			2.465	1.811
YpesKIM_ChrORFy2690_at			2.533	2.732
YpesKIM_ChrORFy2754_at			1.883	2.039
YpesKIM_ChrORFy2804_at			2.483	2.176
YpesKIM_ChrORFy2811_s_at			3.906	2.812
YpesKIM_ChrORFy2812_s_at			2.467	2.047
YpesKIM_ChrORFy2815_at			3.399	1.939
YpesKIM_ChrORFy2822_x_at			1.749	1.797
YpesKIM_ChrORFy2833_at			2.695	2.38
YpesKIM_ChrORFy2841_at			2.095	1.939
YpesKIM_ChrORFy2850_at			2.895	1.925
YpesKIM_ChrORFy2863_s_at			1.791	1.873
YpesKIM_ChrORFy2869_s_at			2.043	2.09
YpesKIM_ChrORFy2925_x_at			2.41	2.568
YpesKIM_ChrORFy2962_at			2.624	2.031
YpesKIM_ChrORFy2968_s_at			3.048	2.062
YpesKIM_ChrORFy2969_s_at			2.341	2.067
YpesKIM_ChrORFy3009_s_at			2.776	2.075
YpesKIM_ChrORFy3039_at			3.366	2.158
YpesKIM_ChrORFy3061_s_at			2.197	1.702
YpesKIM_ChrORFy3132_s_at			3.793	2.659
YpesKIM_ChrORFy3287_at			2.336	2.393
YpesKIM_ChrORFy3289_s_at			2.916	1.781
YpesKIM_ChrORFy3290_x_at			4.282	2.882
YpesKIM_ChrORFy3319_at			2.799	1.803
YpesKIM_ChrORFy3334_s_at			2.044	1.733
YpesKIM_ChrORFy3358_at			2.056	1.98
YpesKIM_ChrORFy3372_at			2.898	2.986
YpesKIM_ChrORFy3380_s_at			3.305	3.012
YpesKIM_ChrORFy3391_at			3.718	2.085
YpesKIM_ChrORFy3401_s_at			3.194	1.718
YpesKIM_ChrORFy3413_at			3.031	2.67
YpesKIM_ChrORFy3417_at			3.689	2.332
YpesKIM_ChrORFy3427_s_at			2.964	2.742
YpesKIM_ChrORFy3474_s_at			2.621	1.634
YpesKIM_ChrORFy3484_s_at			2.167	1.666
YpesKIM_ChrORFy3502_s_at			2.09	2.295
YpesKIM_ChrORFy3505_at			3.789	2.903
YpesKIM_ChrORFy3526_s_at			1.753	1.791
YpesKIM_ChrORFy3538_s_at			1.851	2.069
YpesKIM_ChrORFy3546_s_at			3.204	3.167
YpesKIM_ChrORFy3552_at			3.351	2.693
YpesKIM_ChrORFy3578_s_at			2.273	2.105
YpesKIM_ChrORFy3593_at			2.247	1.67
YpesKIM_ChrORFy3613_s_at			2.573	2
YpesKIM_ChrORFy3711_s_at			2.804	3.07
YpesKIM_ChrORFy3717_s_at			1.641	1.69
YpesKIM_ChrORFy3720_at			2.108	1.762
YpesKIM_ChrORFy3766_s_at			1.681	1.755
YpesKIM_ChrORFy3854_s_at			2.81	1.632
YpesKIM_ChrORFy3907_s_at			2.114	2.225
YpesKIM_ChrORFy3914_s_at			2.081	2.232
YpesKIM_ChrORFy3926_at			2.21	2.062
YpesKIM_ChrORFy3930_s_at			3.529	1.675
YpesKIM_ChrORFy3935_at			2.107	2.029
YpesKIM_ChrORFy3943_s_at			3.801	2.161
YpesKIM_ChrORFy3974_at			3.284	2.174
YpesKIM_ChrORFy4011_at			3.297	2.627
YpesKIM_ChrORFy4048_at			3.435	1.773
YpesKIM_ChrORFy4068_at			2.737	1.636
YpesKIM_ChrORFy4094_at			2.406	1.795
YpesPlaORF_YpCD1.02_s_at			2.566	2.698
YpesPlaORF_YpCD1.04_at			3.679	3.097
YpesPlaORF_YpCD1.08c_s_at			2.764	1.985
YpesPlaORF_YpCD1.09c_s_at			2.863	1.691
YpesPlaORF_YpCD1.14c_s_at			1.854	1.7
YpesPlaORF_YpCD1.15c_s_at			2.877	3.11
YpesPlaORF_YpCD1.16c_s_at			2.998	2.221
YpesPlaORF_YpCD1.18c_s_at			2.186	2.423
YpesPlaORF_YpCD1.20_at	yopT///yopT///yopT	cysteine protease YopT///Yop targeted effector///Yop targeted effector	2.439	2.267
YpesPlaORF_YpCD1.21_at	sycT///sycT///sycT	YopT-specific chaperone SycT///YopT chaperone///YopT chaperone	4.045	2.663
YpesPlaORF_YpCD1.22c_s_at			3.885	3.13
YpesPlaORF_YpCD1.23_at			2.119	2.095
YpesPlaORF_YpCD1.24c_s_at			3.583	3.283
YpesPlaORF_YpCD1.28c_s_at	yopD///yopD///yopD///yopD	YopD homolog///translocator protein YopD///secreted effector protein///Yop targeting negative regulator	1.579	1.643
YpesPlaORF_YpCD1.29c_s_at	yopB///yopB///yopB///yopB	YopB homolog///translocator protein YopB///secreted effector protein///Yop targeting protein	1.989	1.689
YpesPlaORF_YpCD1.31c_s_at	lcrV///lcrV///lcrV///lcrV	V antigen///virulence-associated V antigen LcrV///secreted effector protein///Yop secretion and targeting control protein	3.701	2.302
YpesPlaORF_YpCD1.34c_s_at	yscV	low calcium response protein D	2.97	2.113
YpesPlaORF_YpCD1.37c_s_at	sycN///sycN	YopN-specific chaperone SycN///hypothetical protein	2.771	1.745
YpesPlaORF_YpCD1.42_at	yscP///yscP///yscP///yscP	Yop proteins translocation protein P///type III secretion system needle length determinant YscP///type III secretion apparatus component///type III secretion protein	2.988	3.018
YpesPlaORF_YpCD1.43_at	yscQ///yscQ///yscQ///yscQ	Yop proteins translocation protein Q///type III secretion apparatus protein YscQ///type III secretion system protein///type III secretion protein	3.627	1.713
YpesPlaORF_YpCD1.47_at	yscU///yscU///yscU///yscU	Yop proteins translocation protein U homolog///type III secretion appartus protein YscU///needle complex export protein///type III secretion protein	3.128	1.837
YpesPlaORF_YpCD1.49_at	virF	transcriptional regulator	2.081	1.651
YpesPlaORF_YpCD1.53_at	yscD///yscD///yscD///yscD	Yop proteins translocation protein D homolog///type III secretion apparatus protein YscD///virulence protein///type III secretion protein	4.843	2.983
YpesPlaORF_YpCD1.54_at	yscE///yscE///yscE///yscE	Yop proteins translocation protein E homolog///type III secretion appartus protein YscE///type III secretion apparatus component///type III secretion protein	3.457	2.905
YpesPlaORF_YpCD1.56_at	yscG///yscG///yscG///yscG	Yop proteins translocation protein G homolog///type III secretion chaperone YscG///type III secretion apparatus component///type III secretion protein	3.86	3.016
YpesPlaORF_YpCD1.57_at	yopR	secreted protein	2.66	2.344
YpesPlaORF_YpCD1.58_at	lcrO	type III secretion apparatus component	2.409	2.239
YpesPlaORF_YpCD1.61_at	yscL///yscL///yscL///yscL	Yop proteins translocation protein L homolog///type III secretion ATPase regulator YscL///type III secretion system protein///type III secretion protein	4.393	3.825
YpesPlaORF_YpCD1.62_at	lcrQ///lcrQ	LCR negative regulator///LCR negative regulator	3.753	3.043
YpesPlaORF_YpCD1.64_at			3.163	2.052
YpesPlaORF_YpCD1.65_at	ORFC	putative transposase	2.688	2.738
YpesPlaORF_YpCD1.67c_s_at	yopH///yopH///yopH///yopH	YopH///protein-tyrosine-phosphatase YopH///putative secreted protein-tyrosine phosphatase///targeted effector protein	2.173	2.286
YpesPlaORF_YpCD1.74c_s_at			3.301	3.073
YpesPlaORF_YpCD1.77c_s_at	repA1	replication protein	2.782	1.863
YpesPlaORF_YpCD1.78c_s_at	tap///tap	RepA leader peptide Tap///repA translation protein	5.353	4.035
YpesPlaORF_YpCD1.79c_s_at	copB///copB	CopB protein///replication protein	2.694	2.34
YpesPlaORF_YpCD1.89_at			3.266	1.894
YpesPlaORF_YpCD1.90c_at	tnpA///tnpA///tnpA///tnpA	transposase (Tn1000) homolog///transposase///transposase///putative transposase	2.166	1.662
YpesPlaORF_YpCD1.91_at	tnpR///tnpR///tnpR///tnpR	transposon gamma-delta resolvase (transposon TN1000) homolog///resolvase///resolvase TnpR///putative resolvase	2.787	2.525
YpesPlaORF_YpCD1.92_at			3.356	2.647
YpesPlaORF_YpCD1.96c_at			2.543	2.785
YpesPlaORF_YpCD1.97c_at			2.671	1.866
YpesPlaORF_YpMT1.03c_s_at			4.483	3.601
YpesPlaORF_YpMT1.04c_s_at			2.487	2.283
YpesPlaORF_YpMT1.05c_s_at			1.833	2.028
YpesPlaORF_YpMT1.06c_s_at			2.908	2.386
YpesPlaORF_YpMT1.07c_s_at			2.065	1.996
YpesPlaORF_YpMT1.09c_s_at			3.174	3.157
YpesPlaORF_YpMT1.10c_s_at			2.03	2.013
YpesPlaORF_YpMT1.11c_s_at			2.303	2.49
YpesPlaORF_YpMT1.12c_s_at			3.179	3.189
YpesPlaORF_YpMT1.14c_s_at			2.688	2.426
YpesPlaORF_YpMT1.17c_s_at			1.844	1.953
YpesPlaORF_YpMT1.19c_s_at			2.335	2.062
YpesPlaORF_YpMT1.21c_s_at			1.75	1.797
YpesPlaORF_YpMT1.23c_s_at			3.214	3.251
YpesPlaORF_YpMT1.24c_s_at			3.13	2.101
YpesPlaORF_YpMT1.25c_s_at			2.715	2.921
YpesPlaORF_YpMT1.27c_s_at			1.916	1.935
YpesPlaORF_YpMT1.28c_s_at			3.384	2.423
YpesPlaORF_YpMT1.29c_s_at			2.66	2.297
YpesPlaORF_YpMT1.31_at			2.576	1.771
YpesPlaORF_YpMT1.32_at			3.133	2.612
YpesPlaORF_YpMT1.33_at			2.895	2.348
YpesPlaORF_YpMT1.34A_at			4.069	2.464
YpesPlaORF_YpMT1.36c_s_at			3.734	2.502
YpesPlaORF_YpMT1.38c_s_at			2.81	2.945
YpesPlaORF_YpMT1.39c_s_at			1.998	1.758
YpesPlaORF_YpMT1.3Ac_s_at			2.078	1.815
YpesPlaORF_YpMT1.40c_s_at			2.147	2.308
YpesPlaORF_YpMT1.41c_s_at			2.435	1.698
YpesPlaORF_YpMT1.44_at			1.777	1.714
YpesPlaORF_YpMT1.45c_at			2.793	2.543
